Fecha,Municipio,Barrio,Zona,Clase de sitio,Arma empleada,Móvil Agresor,Móvil Victima,Edad,Sexo,Estado civil,País de nacimiento,Clase de empleado,Cantidad
03/05/2016 12:00:00 AM,TIBÚ,BARRIO LAS DELICIAS,URBANA,DENTRO DE LA VIVIENDA,CONTUNDENTES,A PIE,A PIE,18,FEMENINO,UNION LIBRE,COLOMBIA,DESEMPLEADO,1
03/05/2016 12:00:00 AM,VILLA DEL ROSARIO,TROCHA PRIMERO DE MAYO,URBANA,VIAS PUBLICAS,SIN EMPLEO DE ARMAS,A PIE,A PIE,36,FEMENINO,SOLTERO,-,EMPLEADO PARTICULAR,1
03/06/2016 12:00:00 AM,CÚCUTA (CT),BARRIO CALLEJON,URBANA,VIAS PUBLICAS,CONTUNDENTES,A PIE,A PIE,26,MASCULINO,SOLTERO,-,EMPLEADO PARTICULAR,1
03/06/2016 12:00:00 AM,CÚCUTA (CT),BARRIO AEROPUERTO,URBANA,DENTRO DE LA VIVIENDA,CONTUNDENTES,A PIE,A PIE,33,FEMENINO,SOLTERO,-,EMPLEADO PARTICULAR,1
03/06/2016 12:00:00 AM,CÚCUTA (CT),BARRIO DIVINA PASTORA,URBANA,VIAS PUBLICAS,CONTUNDENTES,A PIE,A PIE,37,FEMENINO,SOLTERO,-,EMPLEADO PARTICULAR,1
03/06/2016 12:00:00 AM,CÚCUTA (CT),BARRIO LOS COMUNEROS,URBANA,VIAS PUBLICAS,SIN EMPLEO DE ARMAS,A PIE,A PIE,50,FEMENINO,SOLTERO,-,EMPLEADO PARTICULAR,1
03/06/2016 12:00:00 AM,CÚCUTA (CT),BARRIO OSPINA PEREZ,URBANA,VIAS PUBLICAS,CONTUNDENTES,A PIE,A PIE,22,FEMENINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,1
03/06/2016 12:00:00 AM,CÚCUTA (CT),BARRIO CAMILO DAZA,URBANA,VIAS PUBLICAS,SIN EMPLEO DE ARMAS,A PIE,A PIE,37,FEMENINO,SOLTERO,-,EMPLEADO PARTICULAR,1
03/06/2016 12:00:00 AM,CÚCUTA (CT),BARRIO BUENA ESPERANZA,URBANA,VIAS PUBLICAS,SIN EMPLEO DE ARMAS,A PIE,A PIE,21,FEMENINO,SOLTERO,-,EMPLEADO PARTICULAR,1
03/06/2016 12:00:00 AM,CÚCUTA (CT),BARRIO BELEN,URBANA,VIAS PUBLICAS,CONTUNDENTES,A PIE,A PIE,27,FEMENINO,CASADO,COLOMBIA,AMA DE CASA,1
03/06/2016 12:00:00 AM,CÚCUTA (CT),BARRIO LATINO,URBANA,VIAS PUBLICAS,CONTUNDENTES,A PIE,A PIE,47,FEMENINO,UNION LIBRE,COLOMBIA,DESEMPLEADO,1
03/06/2016 12:00:00 AM,CÚCUTA (CT),BARRIO BELEN,URBANA,VIAS PUBLICAS,CONTUNDENTES,A PIE,A PIE,45,FEMENINO,SOLTERO,COLOMBIA,AMA DE CASA,1
03/06/2016 12:00:00 AM,LOS PATIOS,BARRIO BETANIA,URBANA,VIAS PUBLICAS,SIN EMPLEO DE ARMAS,A PIE,A PIE,40,FEMENINO,SOLTERO,-,EMPLEADO PARTICULAR,1
03/06/2016 12:00:00 AM,OCAÑA,BARRIO SESQUICENTENARIO,URBANA,VIAS PUBLICAS,CONTUNDENTES,A PIE,A PIE,29,MASCULINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,1
03/06/2016 12:00:00 AM,TIBÚ,VEREDA PETROLEA,RURAL,DENTRO DE LA VIVIENDA,CONTUNDENTES,A PIE,A PIE,29,FEMENINO,UNION LIBRE,COLOMBIA,DESEMPLEADO,1
03/07/2016 12:00:00 AM,CÚCUTA (CT),BARRIO CAMILO DAZA,URBANA,VIAS PUBLICAS,SIN EMPLEO DE ARMAS,A PIE,A PIE,-,FEMENINO,SOLTERO,-,EMPLEADO PARTICULAR,1
03/07/2016 12:00:00 AM,CÚCUTA (CT),BARRIO CALLEJON,URBANA,VIAS PUBLICAS,CONTUNDENTES,A PIE,A PIE,18,MASCULINO,SOLTERO,-,EMPLEADO PARTICULAR,1
03/07/2016 12:00:00 AM,CÚCUTA (CT),BARRIO ARNULFO BRICEÑO,URBANA,VIAS PUBLICAS,SIN EMPLEO DE ARMAS,A PIE,A PIE,40,FEMENINO,SOLTERO,-,EMPLEADO PARTICULAR,1
03/07/2016 12:00:00 AM,CÚCUTA (CT),BARRIO LA LAGUNA,URBANA,DENTRO DE LA VIVIENDA,CONTUNDENTES,A PIE,A PIE,28,FEMENINO,SOLTERO,-,EMPLEADO PARTICULAR,1
03/07/2016 12:00:00 AM,CÚCUTA (CT),BARRIO SIGLO XXI,URBANA,DENTRO DE LA VIVIENDA,CONTUNDENTES,A PIE,A PIE,55,MASCULINO,SOLTERO,-,EMPLEADO PARTICULAR,1
03/07/2016 12:00:00 AM,TOLEDO,VEREDA MIRALINDO (CORREGIMIENTO SAMORE),URBANA,FINCAS Y SIMILARES,CONTUNDENTES,A PIE,A PIE,25,FEMENINO,UNION LIBRE,COLOMBIA,AMA DE CASA,1
03/07/2016 12:00:00 AM,VILLA DEL ROSARIO,BARRIO EL PARAMO,URBANA,DENTRO DE LA VIVIENDA,CONTUNDENTES,A PIE,A PIE,59,FEMENINO,SOLTERO,-,EMPLEADO PARTICULAR,1
03/07/2016 12:00:00 AM,VILLA DEL ROSARIO,BARRIO ANTONIO NARIÑO,URBANA,CASAS DE HABITACION,CONTUNDENTES,A PIE,A PIE,38,FEMENINO,SOLTERO,-,EMPLEADO PARTICULAR,1
03/08/2016 12:00:00 AM,CÚCUTA (CT),BARRIO CRISPIN DURAN,URBANA,VIAS PUBLICAS,CONTUNDENTES,A PIE,A PIE,45,FEMENINO,SOLTERO,COLOMBIA,DESEMPLEADO,1
03/08/2016 12:00:00 AM,CÚCUTA (CT),BARRIO GALAN,URBANA,CASAS DE HABITACION,CONTUNDENTES,A PIE,A PIE,32,MASCULINO,SOLTERO,-,EMPLEADO PARTICULAR,1
03/08/2016 12:00:00 AM,CÚCUTA (CT),BARRIO CLARET,URBANA,VIAS PUBLICAS,SIN EMPLEO DE ARMAS,A PIE,A PIE,26,FEMENINO,SOLTERO,-,EMPLEADO PARTICULAR,1
03/08/2016 12:00:00 AM,CÚCUTA (CT),BARRIO CHAPINERO,URBANA,VIAS PUBLICAS,CONTUNDENTES,A PIE,A PIE,50,FEMENINO,SOLTERO,-,EMPLEADO PARTICULAR,1
03/08/2016 12:00:00 AM,CÚCUTA (CT),LAS CORALINAS,URBANA,VIAS PUBLICAS,SIN EMPLEO DE ARMAS,A PIE,A PIE,20,FEMENINO,SOLTERO,-,EMPLEADO PARTICULAR,1
03/08/2016 12:00:00 AM,CÚCUTA (CT),BARRIO POPULAR,URBANA,VIAS PUBLICAS,CONTUNDENTES,A PIE,A PIE,19,FEMENINO,UNION LIBRE,COLOMBIA,INDEPENDIENTE,1
03/08/2016 12:00:00 AM,LOS PATIOS,URBANIZACION LA CAMPIÑA,URBANA,VIAS PUBLICAS,CONTUNDENTES,A PIE,A PIE,19,FEMENINO,SOLTERO,-,EMPLEADO PARTICULAR,1
03/09/2016 12:00:00 AM,CÚCUTA (CT),BARRIO GALAN,URBANA,VIAS PUBLICAS,CONTUNDENTES,A PIE,A PIE,34,FEMENINO,SOLTERO,COLOMBIA,AMA DE CASA,1
03/09/2016 12:00:00 AM,CÚCUTA (CT),BARRIO EL SALADO,URBANA,VIAS PUBLICAS,SIN EMPLEO DE ARMAS,A PIE,A PIE,32,FEMENINO,SOLTERO,-,EMPLEADO PARTICULAR,1
03/09/2016 12:00:00 AM,CÚCUTA (CT),BARRIO LA UNION,URBANA,VIAS PUBLICAS,CONTUNDENTES,A PIE,A PIE,27,FEMENINO,UNION LIBRE,COLOMBIA,DESEMPLEADO,1
03/09/2016 12:00:00 AM,OCAÑA,BARRIO JUAN XXIII,URBANA,DENTRO DE LA VIVIENDA,CONTUNDENTES,A PIE,A PIE,32,FEMENINO,UNION LIBRE,COLOMBIA,AMA DE CASA,1
03/10/2016 12:00:00 AM,CÚCUTA (CT),BARRIO LOS OLIVOS,URBANA,DENTRO DE LA VIVIENDA,CONTUNDENTES,A PIE,A PIE,37,FEMENINO,SOLTERO,-,EMPLEADO PARTICULAR,1
03/10/2016 12:00:00 AM,CÚCUTA (CT),URBANIZACION LAS AMERICAS,URBANA,VIAS PUBLICAS,SIN EMPLEO DE ARMAS,A PIE,A PIE,31,FEMENINO,SOLTERO,-,EMPLEADO PARTICULAR,1
03/10/2016 12:00:00 AM,CÚCUTA (CT),BARRIO TRIGAL DEL NORTE,URBANA,DENTRO DE LA VIVIENDA,CONTUNDENTES,A PIE,A PIE,25,FEMENINO,SOLTERO,-,EMPLEADO PARTICULAR,1
03/10/2016 12:00:00 AM,CÚCUTA (CT),BARRIO SAN LUIS,URBANA,VIAS PUBLICAS,SIN EMPLEO DE ARMAS,A PIE,A PIE,25,MASCULINO,SOLTERO,-,EMPLEADO PARTICULAR,1
03/10/2016 12:00:00 AM,CÚCUTA (CT),BARRIO CHAPINERO,URBANA,VIAS PUBLICAS,CONTUNDENTES,A PIE,A PIE,50,FEMENINO,SOLTERO,COLOMBIA,INDEPENDIENTE,1
03/10/2016 12:00:00 AM,OCAÑA,BARRIO SAN JOSE,URBANA,DENTRO DE LA VIVIENDA,CONTUNDENTES,A PIE,A PIE,65,FEMENINO,SOLTERO,COLOMBIA,AMA DE CASA,1
03/11/2016 12:00:00 AM,CÚCUTA (CT),BARRIO NIZA,URBANA,DENTRO DE LA VIVIENDA,CONTUNDENTES,A PIE,A PIE,24,FEMENINO,SOLTERO,COLOMBIA,INDEPENDIENTE,1
03/11/2016 12:00:00 AM,CÚCUTA (CT),BARRIO NUEVO HORIZONTE,URBANA,VIAS PUBLICAS,CONTUNDENTES,A PIE,A PIE,29,MASCULINO,SOLTERO,-,EMPLEADO PARTICULAR,1
03/11/2016 12:00:00 AM,CÚCUTA (CT),BARRIO NUEVO ESCOBAL,URBANA,VIAS PUBLICAS,CONTUNDENTES,A PIE,A PIE,32,FEMENINO,CASADO,COLOMBIA,INDEPENDIENTE,1
03/11/2016 12:00:00 AM,LOS PATIOS,URBANIZACION SANTA ANA,URBANA,VIAS PUBLICAS,CONTUNDENTES,A PIE,A PIE,38,FEMENINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,1
03/12/2016 12:00:00 AM,CÚCUTA (CT),BARRIO CAMILO DAZA,URBANA,VIAS PUBLICAS,SIN EMPLEO DE ARMAS,A PIE,A PIE,-,FEMENINO,SOLTERO,-,EMPLEADO PARTICULAR,1
03/12/2016 12:00:00 AM,CÚCUTA (CT),BARRIO CAMILO DAZA,URBANA,VIAS PUBLICAS,SIN EMPLEO DE ARMAS,A PIE,A PIE,-,FEMENINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,1
03/12/2016 12:00:00 AM,CÚCUTA (CT),BARRIO LA PLAYA,URBANA,VIAS PUBLICAS,CONTUNDENTES,A PIE,A PIE,28,FEMENINO,UNION LIBRE,COLOMBIA,INDEPENDIENTE,1
03/12/2016 12:00:00 AM,CÚCUTA (CT),BARRIO SAN (MART),URBANA,VIAS PUBLICAS,CONTUNDENTES,A PIE,A PIE,39,FEMENINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,1
03/12/2016 12:00:00 AM,CÚCUTA (CT),BARRIO BELLAVISTA,URBANA,VIAS PUBLICAS,CONTUNDENTES,A PIE,A PIE,49,FEMENINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,1
03/12/2016 12:00:00 AM,CÚCUTA (CT),BARRIO LATINO,URBANA,VIAS PUBLICAS,CONTUNDENTES,A PIE,A PIE,32,FEMENINO,SOLTERO,COLOMBIA,INDEPENDIENTE,1
03/12/2016 12:00:00 AM,OCAÑA,BARRIO LIBARDO ALONSO.,URBANA,VIAS PUBLICAS,CONTUNDENTES,A PIE,A PIE,21,FEMENINO,SOLTERO,COLOMBIA,AMA DE CASA,1
03/13/2016 12:00:00 AM,CÚCUTA (CT),BARRIO RUDESINDO SOTO,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,21,FEMENINO,SOLTERO,-,EMPLEADO PARTICULAR,1
03/13/2016 12:00:00 AM,CÚCUTA (CT),BARRIO BELEN,URBANA,CASAS DE HABITACION,CONTUNDENTES,A PIE,A PIE,27,MASCULINO,SOLTERO,-,EMPLEADO PARTICULAR,1
03/13/2016 12:00:00 AM,CÚCUTA (CT),BARRIO CAMILO DAZA,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,-,FEMENINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,1
03/13/2016 12:00:00 AM,CÚCUTA (CT),BARRIO CARORA,URBANA,LOCAL COMERCIAL,CONTUNDENTES,A PIE,A PIE,4,FEMENINO,SOLTERO,COLOMBIA,INDEPENDIENTE,1
03/13/2016 12:00:00 AM,CÚCUTA (CT),BARRIO BELLAVISTA,URBANA,VIAS PUBLICAS,CONTUNDENTES,A PIE,A PIE,58,FEMENINO,UNION LIBRE,COLOMBIA,INDEPENDIENTE,1
03/13/2016 12:00:00 AM,OCAÑA,BARRIO LOS SAUCES,URBANA,DENTRO DE LA VIVIENDA,CONTUNDENTES,A PIE,A PIE,45,FEMENINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,1
03/13/2016 12:00:00 AM,OCAÑA,BARRIO LA ONDINA,URBANA,DENTRO DE LA VIVIENDA,CONTUNDENTES,A PIE,A PIE,67,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,1
03/13/2016 12:00:00 AM,OCAÑA,BARRIO 26 DE JULIO,URBANA,VIAS PUBLICAS,CONTUNDENTES,A PIE,A PIE,28,FEMENINO,CASADO,COLOMBIA,AMA DE CASA,1
03/14/2016 12:00:00 AM,CÚCUTA (CT),BARRIO TRIGAL DEL NORTE,URBANA,VIAS PUBLICAS,CONTUNDENTES,A PIE,A PIE,42,FEMENINO,SOLTERO,-,EMPLEADO PARTICULAR,1
03/14/2016 12:00:00 AM,CÚCUTA (CT),BARRIO PUEBLO NUEVO,URBANA,DENTRO DE LA VIVIENDA,CORTANTES,A PIE,A PIE,37,FEMENINO,UNION LIBRE,COLOMBIA,COMERCIANTE,1
03/14/2016 12:00:00 AM,EL ZULIA,BARRIO EL CENTRO,URBANA,VIAS PUBLICAS,SIN EMPLEO DE ARMAS,A PIE,A PIE,44,FEMENINO,SOLTERO,-,EMPLEADO PARTICULAR,1
03/14/2016 12:00:00 AM,OCAÑA,INVASION TIERRA SANTA,URBANA,DENTRO DE LA VIVIENDA,CONTUNDENTES,A PIE,A PIE,20,FEMENINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,1
03/14/2016 12:00:00 AM,OCAÑA,BARRIO JOSE ANTONIO GALAN,URBANA,CASAS DE HABITACION,SIN EMPLEO DE ARMAS,A PIE,A PIE,21,FEMENINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,1
03/15/2016 12:00:00 AM,CÚCUTA (CT),BARRIO CAMILO DAZA,URBANA,VIAS PUBLICAS,SIN EMPLEO DE ARMAS,A PIE,A PIE,-,FEMENINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,1
03/15/2016 12:00:00 AM,CÚCUTA (CT),BARRIO CRISPIN DURAN,URBANA,VIAS PUBLICAS,CONTUNDENTES,A PIE,A PIE,51,FEMENINO,SOLTERO,COLOMBIA,DESEMPLEADO,1
03/15/2016 12:00:00 AM,DURANIA,BARRIO LA TROJA,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,70,FEMENINO,CASADO,COLOMBIA,AMA DE CASA,1
03/15/2016 12:00:00 AM,LOS PATIOS,BARRIO BRISAS DEL LLANO,URBANA,VIAS PUBLICAS,SIN EMPLEO DE ARMAS,A PIE,A PIE,-,FEMENINO,SOLTERO,-,EMPLEADO PARTICULAR,1
03/15/2016 12:00:00 AM,OCAÑA,BARRIO CAMILO TORRES,URBANA,VIAS PUBLICAS,CONTUNDENTES,A PIE,A PIE,41,FEMENINO,CASADO,COLOMBIA,AMA DE CASA,1
03/16/2016 12:00:00 AM,CHINÁCOTA,BARRIO CHAPINERO,URBANA,VIAS PUBLICAS,CONTUNDENTES,A PIE,A PIE,29,FEMENINO,UNION LIBRE,COLOMBIA,AMA DE CASA,1
03/16/2016 12:00:00 AM,CÚCUTA (CT),BARRIO CAMILO DAZA,URBANA,VIAS PUBLICAS,SIN EMPLEO DE ARMAS,A PIE,A PIE,-,FEMENINO,SOLTERO,-,EMPLEADO PARTICULAR,1
03/16/2016 12:00:00 AM,CÚCUTA (CT),BARRIO CLARET,URBANA,VIAS PUBLICAS,SIN EMPLEO DE ARMAS,A PIE,A PIE,21,FEMENINO,SOLTERO,-,EMPLEADO PARTICULAR,1
03/16/2016 12:00:00 AM,CÚCUTA (CT),BARRIO DOÑA NIDIA,URBANA,VIAS PUBLICAS,CONTUNDENTES,A PIE,A PIE,24,MASCULINO,SOLTERO,-,EMPLEADO PARTICULAR,1
03/16/2016 12:00:00 AM,CÚCUTA (CT),BARRIO CAMILO DAZA,URBANA,VIAS PUBLICAS,SIN EMPLEO DE ARMAS,A PIE,A PIE,-,FEMENINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,1
03/16/2016 12:00:00 AM,CÚCUTA (CT),BARRIO CHAPINERO,URBANA,VIAS PUBLICAS,CONTUNDENTES,A PIE,A PIE,32,FEMENINO,SOLTERO,-,EMPLEADO PARTICULAR,1
03/16/2016 12:00:00 AM,OCAÑA,BARRIO LOS SAUCES,URBANA,VIAS PUBLICAS,SIN EMPLEO DE ARMAS,A PIE,A PIE,36,FEMENINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,1
03/16/2016 12:00:00 AM,TIBÚ,BARRIO BRISAS DEL CATATUMBO,URBANA,DENTRO DE LA VIVIENDA,CONTUNDENTES,A PIE,A PIE,36,FEMENINO,UNION LIBRE,COLOMBIA,AMA DE CASA,1
03/17/2016 12:00:00 AM,CÚCUTA (CT),BARRIO PRADOS DEL ESTE,URBANA,DENTRO DE LA VIVIENDA,CONTUNDENTES,A PIE,A PIE,18,FEMENINO,UNION LIBRE,COLOMBIA,AMA DE CASA,1
03/17/2016 12:00:00 AM,CÚCUTA (CT),BARRIO LLERAS RESTREPO,URBANA,DENTRO DE LA VIVIENDA,CONTUNDENTES,A PIE,A PIE,19,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,1
03/17/2016 12:00:00 AM,CÚCUTA (CT),BARRIO LLERAS RESTREPO,URBANA,DENTRO DE LA VIVIENDA,CONTUNDENTES,A PIE,A PIE,20,MASCULINO,SOLTERO,COLOMBIA,DESEMPLEADO,1
03/17/2016 12:00:00 AM,LOS PATIOS,BARRIO TIERRA LINDA,URBANA,CASAS DE HABITACION,CONTUNDENTES,A PIE,A PIE,31,FEMENINO,SOLTERO,COLOMBIA,INDEPENDIENTE,1
03/18/2016 12:00:00 AM,CÚCUTA (CT),BARRIO CAMILO DAZA,URBANA,VIAS PUBLICAS,SIN EMPLEO DE ARMAS,A PIE,A PIE,-,FEMENINO,SOLTERO,-,EMPLEADO PARTICULAR,1
03/18/2016 12:00:00 AM,CÚCUTA (CT),BARRIO PRADOS DEL NORTE,URBANA,CASAS DE HABITACION,CONTUNDENTES,A PIE,A PIE,58,FEMENINO,SOLTERO,-,EMPLEADO PARTICULAR,1
03/19/2016 12:00:00 AM,CONVENCIÓN,BARRIO ARIETE,URBANA,DENTRO DE LA VIVIENDA,CONTUNDENTES,A PIE,A PIE,55,MASCULINO,CASADO,COLOMBIA,INDEPENDIENTE,1
03/19/2016 12:00:00 AM,CÚCUTA (CT),BARRIO OCHO DE DICIEMBRE,URBANA,VIAS PUBLICAS,CONTUNDENTES,A PIE,A PIE,28,FEMENINO,UNION LIBRE,COLOMBIA,AMA DE CASA,1
03/19/2016 12:00:00 AM,CÚCUTA (CT),BARRIO ATALAYA 1 ETAPA,URBANA,VIAS PUBLICAS,SIN EMPLEO DE ARMAS,A PIE,A PIE,38,FEMENINO,CASADO,-,EMPLEADO PARTICULAR,1
03/19/2016 12:00:00 AM,CÚCUTA (CT),BARRIO NIZA,URBANA,CASAS DE HABITACION,CONTUNDENTES,A PIE,A PIE,52,FEMENINO,SOLTERO,-,EMPLEADO PARTICULAR,1
03/19/2016 12:00:00 AM,CÚCUTA (CT),BARRIO NIZA,URBANA,DENTRO DE LA VIVIENDA,CONTUNDENTES,A PIE,A PIE,52,FEMENINO,SOLTERO,-,EMPLEADO PARTICULAR,1
03/19/2016 12:00:00 AM,CÚCUTA (CT),BARRIO PUEBLO NUEVO,URBANA,VIAS PUBLICAS,CONTUNDENTES,A PIE,A PIE,20,FEMENINO,UNION LIBRE,COLOMBIA,ESTUDIANTE,1
03/19/2016 12:00:00 AM,CÚCUTA (CT),BARRIO ALFONSO LOPEZ,URBANA,DENTRO DE LA VIVIENDA,CONTUNDENTES,A PIE,A PIE,44,MASCULINO,SEPARADO,COLOMBIA,EMPLEADO PARTICULAR,1
03/19/2016 12:00:00 AM,CÚCUTA (CT),BARRIO EL SALADO,URBANA,VIAS PUBLICAS,CONTUNDENTES,A PIE,A PIE,22,FEMENINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,1
03/19/2016 12:00:00 AM,EL ZULIA,CORREGIMIENTO LA Y,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,27,FEMENINO,SOLTERO,-,EMPLEADO PARTICULAR,1
03/19/2016 12:00:00 AM,OCAÑA,BARRIO LIBARDO ALONSO.,URBANA,DENTRO DE LA VIVIENDA,CONTUNDENTES,A PIE,A PIE,39,FEMENINO,UNION LIBRE,COLOMBIA,AMA DE CASA,1
03/20/2016 12:00:00 AM,CÚCUTA (CT),BARRIO SANTANDER,URBANA,DENTRO DE LA VIVIENDA,CONTUNDENTES,A PIE,A PIE,27,FEMENINO,CASADO,COLOMBIA,EMPLEADO PARTICULAR,1
03/20/2016 12:00:00 AM,CÚCUTA (CT),BARRIO BELEN,URBANA,CASAS DE HABITACION,CONTUNDENTES,A PIE,A PIE,22,MASCULINO,SOLTERO,-,EMPLEADO PARTICULAR,1
03/20/2016 12:00:00 AM,CÚCUTA (CT),BARRIO CERRO NORTE,URBANA,DENTRO DE LA VIVIENDA,CONTUNDENTES,A PIE,A PIE,25,MASCULINO,SOLTERO,-,EMPLEADO PARTICULAR,1
03/20/2016 12:00:00 AM,CÚCUTA (CT),BARRIO SAN MATEO,URBANA,VIAS PUBLICAS,CONTUNDENTES,A PIE,A PIE,46,FEMENINO,CASADO,COLOMBIA,AMA DE CASA,1
03/20/2016 12:00:00 AM,EL ZULIA,CORREGIMIENTO LA Y,URBANA,LOCAL COMERCIAL,CONTUNDENTES,A PIE,A PIE,35,FEMENINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,1
03/20/2016 12:00:00 AM,OCAÑA,BARRIO JUAN XXIII,URBANA,DENTRO DE LA VIVIENDA,CONTUNDENTES,A PIE,A PIE,40,FEMENINO,CASADO,COLOMBIA,EMPLEADO PARTICULAR,1
03/20/2016 12:00:00 AM,OCAÑA,BARRIO CRISTO REY,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,34,FEMENINO,UNION LIBRE,COLOMBIA,AMA DE CASA,1
09/27/2016 12:00:00 AM,CÚCUTA (CT),BARRIO GAITAN,URBANA,VIAS PUBLICAS,CONTUNDENTES,A PIE,A PIE,36,FEMENINO,UNION LIBRE,COLOMBIA,INDEPENDIENTE,1
03/20/2016 12:00:00 AM,OCAÑA,URBANIZACION LOS ALAMOS,URBANA,DENTRO DE LA VIVIENDA,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,24,MASCULINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,1
03/20/2016 12:00:00 AM,PAMPLONA,BARRIO SAN FRANCISCO,URBANA,DENTRO DE LA VIVIENDA,CONTUNDENTES,A PIE,A PIE,28,FEMENINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,1
03/20/2016 12:00:00 AM,TIBÚ,BARRIO BRISAS DEL CATATUMBO,URBANA,DENTRO DE LA VIVIENDA,CONTUNDENTES,A PIE,A PIE,21,MASCULINO,UNION LIBRE,COLOMBIA,AMA DE CASA,1
03/20/2016 12:00:00 AM,VILLA DEL ROSARIO,CORREGIMIENTO LA PARADA,URBANA,VIAS PUBLICAS,CONTUNDENTES,A PIE,A PIE,27,FEMENINO,UNION LIBRE,COLOMBIA,AGRICULTOR,1
03/21/2016 12:00:00 AM,CÚCUTA (CT),BARRIO SAN MIGUEL,URBANA,FRENTE A RESIDENCIAS - VIA PUBLICA,ARMA DE FUEGO,A PIE,A PIE,52,FEMENINO,SEPARADO,COLOMBIA,AMA DE CASA,1
03/21/2016 12:00:00 AM,CÚCUTA (CT),BARRIO BELEN,URBANA,VIAS PUBLICAS,CORTANTES,A PIE,A PIE,40,FEMENINO,UNION LIBRE,COLOMBIA,AMA DE CASA,1
03/21/2016 12:00:00 AM,OCAÑA,BARRIO LAS PALMERAS,URBANA,VIAS PUBLICAS,CONTUNDENTES,A PIE,A PIE,36,FEMENINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,1
03/21/2016 12:00:00 AM,OCAÑA,BARRIO EL CARBON,URBANA,VIAS PUBLICAS,CONTUNDENTES,A PIE,A PIE,28,FEMENINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,1
03/21/2016 12:00:00 AM,OCAÑA,BARRIO EL CARMEN,URBANA,DENTRO DE LA VIVIENDA,CONTUNDENTES,A PIE,A PIE,34,FEMENINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,1
03/22/2016 12:00:00 AM,CÚCUTA (CT),BARRIO CAMILO DAZA,URBANA,VIAS PUBLICAS,ESCOPOLAMINA,A PIE,A PIE,-,FEMENINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,1
03/22/2016 12:00:00 AM,CÚCUTA (CT),BARRIO LOS PROCERES,URBANA,DENTRO DE LA VIVIENDA,CONTUNDENTES,A PIE,A PIE,-,FEMENINO,SOLTERO,-,EMPLEADO PARTICULAR,1
03/22/2016 12:00:00 AM,CÚCUTA (CT),BARRIO LOS MOTILONES,URBANA,VIAS PUBLICAS,SIN EMPLEO DE ARMAS,A PIE,A PIE,29,FEMENINO,SOLTERO,-,EMPLEADO PARTICULAR,1
03/22/2016 12:00:00 AM,CÚCUTA (CT),BARRIO ANIVERSARIO l,URBANA,VIAS PUBLICAS,CONTUNDENTES,A PIE,A PIE,56,FEMENINO,SOLTERO,COLOMBIA,AMA DE CASA,1
03/22/2016 12:00:00 AM,CÚCUTA (CT),BARRIO SAN EDUARDO,URBANA,DENTRO DE LA VIVIENDA,CONTUNDENTES,A PIE,A PIE,25,MASCULINO,SOLTERO,-,EMPLEADO PARTICULAR,1
03/22/2016 12:00:00 AM,CÚCUTA (CT),BARRIO MARIA P,URBANA,VIAS PUBLICAS,CONTUNDENTES,A PIE,A PIE,22,FEMENINO,UNION LIBRE,COLOMBIA,INDEPENDIENTE,1
03/22/2016 12:00:00 AM,LOS PATIOS,BARRIO TIERRA LINDA,URBANA,DENTRO DE LA VIVIENDA,CONTUNDENTES,A PIE,A PIE,31,FEMENINO,UNION LIBRE,COLOMBIA,INDEPENDIENTE,1
