Fecha,Municipio,Barrio,Zona,Clase de sitio,Arma empleada,Móvil Agresor,Móvil Victima,Edad,Sexo,Estado civil,País de nacimiento,Clase de empleado,Cantidad
01/01/2016 12:00:00 AM,CÚCUTA (CT),BARRIO PALMERAS,URBANA,VIAS PUBLICAS,CONTUNDENTES,A PIE,A PIE,22,FEMENINO,UNION LIBRE,-,EMPLEADO PARTICULAR,1
01/01/2016 12:00:00 AM,CÚCUTA (CT),BARRIO BELEN,URBANA,VIAS PUBLICAS,CONTUNDENTES,A PIE,A PIE,79,FEMENINO,VIUDO,-,EMPLEADO PARTICULAR,1
01/01/2016 12:00:00 AM,CÚCUTA (CT),BARRIO CIUDAD JARDIN,URBANA,CASAS DE HABITACION,CONTUNDENTES,A PIE,A PIE,33,FEMENINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,1
01/01/2016 12:00:00 AM,CÚCUTA (CT),BARRIO CENTRO,URBANA,DENTRO DE LA VIVIENDA,CONTUNDENTES,A PIE,A PIE,42,FEMENINO,UNION LIBRE,COLOMBIA,COMERCIANTE,1
01/01/2016 12:00:00 AM,CÚCUTA (CT),BARRIO LOS MOTILONES,URBANA,CASAS DE HABITACION,CONTUNDENTES,A PIE,A PIE,44,FEMENINO,CASADO,COLOMBIA,EMPLEADO PARTICULAR,1
01/01/2016 12:00:00 AM,CÚCUTA (CT),BARRIO CHAPINERO,URBANA,CASAS DE HABITACION,CONTUNDENTES,A PIE,A PIE,49,FEMENINO,CASADO,COLOMBIA,AMA DE CASA,1
01/01/2016 12:00:00 AM,EL ZULIA,VEREDA EL MESTIZO,URBANA,VIAS PUBLICAS,SIN EMPLEO DE ARMAS,A PIE,A PIE,33,FEMENINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,1
01/01/2016 12:00:00 AM,OCAÑA,BARRIO CIRCUNVALAR (OCAÑA),URBANA,VIAS PUBLICAS,CONTUNDENTES,A PIE,A PIE,24,FEMENINO,UNION LIBRE,COLOMBIA,AMA DE CASA,1
01/01/2016 12:00:00 AM,OCAÑA,BARRIO FUNDADORES,URBANA,VIAS PUBLICAS,CONTUNDENTES,A PIE,A PIE,16,FEMENINO,UNION LIBRE,COLOMBIA,AMA DE CASA,1
01/01/2016 12:00:00 AM,OCAÑA,INVASION TIERRA SANTA,URBANA,DENTRO DE LA VIVIENDA,CONTUNDENTES,A PIE,A PIE,58,FEMENINO,SOLTERO,COLOMBIA,AMA DE CASA,1
01/02/2016 12:00:00 AM,CÚCUTA (CT),BARRIO EL SALADO,URBANA,VIAS PUBLICAS,CONTUNDENTES,A PIE,A PIE,33,FEMENINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,1
01/02/2016 12:00:00 AM,CÚCUTA (CT),BARRIO LOS OLIVOS,URBANA,VIAS PUBLICAS,CONTUNDENTES,A PIE,A PIE,59,FEMENINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,1
01/02/2016 12:00:00 AM,LOS PATIOS,BARRIO PISARREAL,URBANA,VIAS PUBLICAS,CONTUNDENTES,A PIE,A PIE,39,FEMENINO,CASADO,-,EMPLEADO PARTICULAR,1
01/02/2016 12:00:00 AM,VILLA CARO,VEREDA SAN JUAN,RURAL,VIAS PUBLICAS,SIN EMPLEO DE ARMAS,A PIE,A PIE,37,FEMENINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,1
01/03/2016 12:00:00 AM,CÚCUTA (CT),BARRIO TORCOROMA II,URBANA,VIAS PUBLICAS,CONTUNDENTES,A PIE,A PIE,38,FEMENINO,SOLTERO,-,EMPLEADO PARTICULAR,1
01/03/2016 12:00:00 AM,CÚCUTA (CT),BARRIO LA MERCED,URBANA,DENTRO DE LA VIVIENDA,CONTUNDENTES,A PIE,A PIE,37,FEMENINO,CASADO,COLOMBIA,EMPLEADO PARTICULAR,1
01/03/2016 12:00:00 AM,CÚCUTA (CT),BARRIO LOS MOTILONES,URBANA,DENTRO DE LA VIVIENDA,CONTUNDENTES,A PIE,A PIE,50,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,1
01/03/2016 12:00:00 AM,OCAÑA,BARRIO LAS DELICIAS,URBANA,DENTRO DE LA VIVIENDA,CONTUNDENTES,A PIE,A PIE,34,FEMENINO,CASADO,COLOMBIA,AMA DE CASA,1
01/03/2016 12:00:00 AM,VILLA DEL ROSARIO,BARRIO PRIMERO DE MAYO,URBANA,VIAS PUBLICAS,SIN EMPLEO DE ARMAS,A PIE,A PIE,16,FEMENINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,1
01/04/2016 12:00:00 AM,CÚCUTA (CT),BARRIO LOS MOTILONES,URBANA,VIAS PUBLICAS,CONTUNDENTES,A PIE,A PIE,26,MASCULINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,1
01/04/2016 12:00:00 AM,CÚCUTA (CT),BARRIO QUINTA BOSCH,URBANA,VIAS PUBLICAS,CONTUNDENTES,A PIE,A PIE,51,FEMENINO,SOLTERO,-,EMPLEADO PARTICULAR,1
01/04/2016 12:00:00 AM,CÚCUTA (CT),BARRIO PRADOS DEL NORTE,URBANA,VIAS PUBLICAS,CONTUNDENTES,A PIE,A PIE,34,FEMENINO,UNION LIBRE,COLOMBIA,AMA DE CASA,1
01/04/2016 12:00:00 AM,CÚCUTA (CT),BARRIO LA LIBERTAD,URBANA,VIAS PUBLICAS,CONTUNDENTES,A PIE,A PIE,31,FEMENINO,SOLTERO,-,EMPLEADO PARTICULAR,1
01/04/2016 12:00:00 AM,EL CARMEN,BARRIO LAS AMERICAS,RURAL,DENTRO DE LA VIVIENDA,CONTUNDENTES,A PIE,A PIE,42,FEMENINO,CASADO,COLOMBIA,AMA DE CASA,1
01/04/2016 12:00:00 AM,OCAÑA,BARRIO ASOBEGIRON,URBANA,DENTRO DE LA VIVIENDA,CONTUNDENTES,A PIE,A PIE,43,FEMENINO,CASADO,COLOMBIA,AMA DE CASA,1
01/04/2016 12:00:00 AM,VILLA DEL ROSARIO,BARRIO LOMITAS,URBANA,VIAS PUBLICAS,CONTUNDENTES,A PIE,A PIE,24,MASCULINO,SOLTERO,-,EMPLEADO PARTICULAR,1
01/05/2016 12:00:00 AM,CÚCUTA (CT),BARRIO CONTENTO,URBANA,VIAS PUBLICAS,CONTUNDENTES,A PIE,A PIE,23,FEMENINO,SOLTERO,-,EMPLEADO PARTICULAR,1
01/05/2016 12:00:00 AM,CÚCUTA (CT),BARRIO CUNDINAMARCA,URBANA,VIAS PUBLICAS,CONTUNDENTES,A PIE,A PIE,55,MASCULINO,SOLTERO,-,EMPLEADO PARTICULAR,1
01/05/2016 12:00:00 AM,OCAÑA,BARRIO COMUNEROS,URBANA,DENTRO DE LA VIVIENDA,CONTUNDENTES,A PIE,A PIE,20,FEMENINO,SOLTERO,COLOMBIA,ESTUDIANTE,1
01/05/2016 12:00:00 AM,OCAÑA,BARRIO CAMILO TORRES,URBANA,DENTRO DE LA VIVIENDA,CONTUNDENTES,A PIE,A PIE,51,FEMENINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,1
01/06/2016 12:00:00 AM,CÚCUTA (CT),BARRIO BELEN,URBANA,VIAS PUBLICAS,CONTUNDENTES,A PIE,A PIE,25,MASCULINO,UNION LIBRE,COLOMBIA,AMA DE CASA,1
01/06/2016 12:00:00 AM,OCAÑA,BARRIO VILLA PARAISO,URBANA,VIAS PUBLICAS,CONTUNDENTES,A PIE,A PIE,34,FEMENINO,CASADO,COLOMBIA,AMA DE CASA,1
01/07/2016 12:00:00 AM,CÚCUTA (CT),BARRIO BELEN,URBANA,VIAS PUBLICAS,CONTUNDENTES,A PIE,A PIE,81,MASCULINO,SOLTERO,-,EMPLEADO PARTICULAR,1
01/07/2016 12:00:00 AM,CÚCUTA (CT),BARRIO GUAIMARAL,URBANA,VIAS PUBLICAS,CONTUNDENTES,A PIE,A PIE,45,FEMENINO,SOLTERO,-,EMPLEADO PARTICULAR,1
01/07/2016 12:00:00 AM,LOS PATIOS,BARRIO LA CORDIALIDAD,URBANA,VIAS PUBLICAS,CONTUNDENTES,A PIE,A PIE,20,FEMENINO,UNION LIBRE,COLOMBIA,AMA DE CASA,1
01/07/2016 12:00:00 AM,MUTISCUA,SITIO LA PARADITA,RURAL,VIAS PUBLICAS,SIN EMPLEO DE ARMAS,A PIE,A PIE,36,FEMENINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,1
01/07/2016 12:00:00 AM,OCAÑA,BARRIO MARABELITO,URBANA,VIAS PUBLICAS,CONTUNDENTES,A PIE,A PIE,18,FEMENINO,UNION LIBRE,COLOMBIA,ESTUDIANTE,1
01/08/2016 12:00:00 AM,CHINÁCOTA,BARRIO CENTRO,URBANA,DENTRO DE LA VIVIENDA,CONTUNDENTES,A PIE,A PIE,53,MASCULINO,UNION LIBRE,-,INDEPENDIENTE,1
01/08/2016 12:00:00 AM,EL TARRA,BARRIO EL TARRITA,RURAL,DENTRO DE LA VIVIENDA,CONTUNDENTES,A PIE,A PIE,63,FEMENINO,SOLTERO,COLOMBIA,AMA DE CASA,1
01/08/2016 12:00:00 AM,LOS PATIOS,BARRIO PATIO CENTRO,URBANA,DENTRO DE LA VIVIENDA,CONTUNDENTES,A PIE,A PIE,25,FEMENINO,SOLTERO,COLOMBIA,DESEMPLEADO,1
01/08/2016 12:00:00 AM,OCAÑA,BARRIO COLINAS DE LA PROVINCIA,URBANA,DENTRO DE LA VIVIENDA,CONTUNDENTES,A PIE,A PIE,33,FEMENINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,1
01/08/2016 12:00:00 AM,OCAÑA,BARRIO JARDIN DE LA ROSA,URBANA,DENTRO DE LA VIVIENDA,CONTUNDENTES,A PIE,A PIE,40,FEMENINO,SOLTERO,COLOMBIA,COMERCIANTE,1
01/08/2016 12:00:00 AM,OCAÑA,BARRIO JARDIN DE LA ROSA,URBANA,DENTRO DE LA VIVIENDA,CONTUNDENTES,A PIE,A PIE,52,MASCULINO,DIVORCIADO,COLOMBIA,INDEPENDIENTE,1
01/08/2016 12:00:00 AM,VILLA DEL ROSARIO,PIE DE CUESTA,URBANA,CASAS DE HABITACION,CONTUNDENTES,A PIE,A PIE,30,FEMENINO,SOLTERO,COLOMBIA,DESEMPLEADO,1
01/09/2016 12:00:00 AM,CÚCUTA (CT),BARRIO LAS AMERICAS,URBANA,VIAS PUBLICAS,CONTUNDENTES,A PIE,A PIE,27,FEMENINO,SOLTERO,-,EMPLEADO PARTICULAR,1
01/09/2016 12:00:00 AM,CÚCUTA (CT),BARRIO GAITAN,URBANA,VIAS PUBLICAS,CONTUNDENTES,A PIE,A PIE,33,FEMENINO,SOLTERO,-,EMPLEADO PARTICULAR,1
01/09/2016 12:00:00 AM,CÚCUTA (CT),BARRIO CAMILO DAZA,URBANA,VIAS PUBLICAS,CONTUNDENTES,A PIE,A PIE,32,FEMENINO,UNION LIBRE,COLOMBIA,AMA DE CASA,1
01/09/2016 12:00:00 AM,LA ESPERANZA,BARRIO LA FERIA,URBANA,DENTRO DE LA VIVIENDA,CONTUNDENTES,A PIE,A PIE,29,FEMENINO,UNION LIBRE,COLOMBIA,AMA DE CASA,1
01/09/2016 12:00:00 AM,VILLA DEL ROSARIO,BARRIO GRAN COLOMBIA,URBANA,VIAS PUBLICAS,CONTUNDENTES,A PIE,A PIE,29,FEMENINO,SOLTERO,COLOMBIA,AMA DE CASA,1
01/10/2016 12:00:00 AM,CÚCUTA (CT),BARRIO SANTANDER,URBANA,VIAS PUBLICAS,CONTUNDENTES,A PIE,A PIE,30,FEMENINO,SOLTERO,-,EMPLEADO PARTICULAR,1
01/10/2016 12:00:00 AM,CÚCUTA (CT),BARRIO SAN MIGUEL,URBANA,DENTRO DE LA VIVIENDA,CONTUNDENTES,A PIE,A PIE,29,FEMENINO,SOLTERO,COLOMBIA,AMA DE CASA,1
01/10/2016 12:00:00 AM,CÚCUTA (CT),BARRIO DOÑA NIDIA,URBANA,VIAS PUBLICAS,CONTUNDENTES,A PIE,A PIE,38,FEMENINO,SOLTERO,COLOMBIA,COMERCIANTE,1
01/10/2016 12:00:00 AM,CÚCUTA (CT),URBANIZACION METROPOLIS,URBANA,VIAS PUBLICAS,CONTUNDENTES,A PIE,A PIE,21,FEMENINO,SOLTERO,-,EMPLEADO PARTICULAR,1
01/10/2016 12:00:00 AM,EL TARRA,BARRIO EL DORADO,URBANA,VIAS PUBLICAS,CONTUNDENTES,A PIE,A PIE,32,FEMENINO,SOLTERO,COLOMBIA,AMA DE CASA,1
01/10/2016 12:00:00 AM,LOS PATIOS,BARRIO LA CORDIALIDAD,URBANA,VIAS PUBLICAS,CONTUNDENTES,A PIE,A PIE,58,MASCULINO,SOLTERO,-,EMPLEADO PARTICULAR,1
01/10/2016 12:00:00 AM,LOS PATIOS,BARRIO LA CORDIALIDAD,URBANA,VIAS PUBLICAS,CONTUNDENTES,A PIE,A PIE,45,FEMENINO,UNION LIBRE,COLOMBIA,AMA DE CASA,1
01/10/2016 12:00:00 AM,OCAÑA,BARRIO LA PRIMAVERA,URBANA,DENTRO DE LA VIVIENDA,CONTUNDENTES,A PIE,A PIE,37,FEMENINO,DIVORCIADO,COLOMBIA,AMA DE CASA,1
01/10/2016 12:00:00 AM,PUERTO SANTANDER,BARRIO BOCA GRITA,URBANA,VIAS PUBLICAS,CONTUNDENTES,A PIE,A PIE,38,MASCULINO,SOLTERO,COLOMBIA,AMA DE CASA,1
01/11/2016 12:00:00 AM,CÚCUTA (CT),BARRIO LA VICTORIA,URBANA,VIAS PUBLICAS,CONTUNDENTES,A PIE,A PIE,25,FEMENINO,SOLTERO,-,EMPLEADO PARTICULAR,1
01/11/2016 12:00:00 AM,CÚCUTA (CT),BARRIO CAMILO DAZA,URBANA,VIAS PUBLICAS,CONTUNDENTES,A PIE,A PIE,32,FEMENINO,SOLTERO,-,EMPLEADO PARTICULAR,1
01/11/2016 12:00:00 AM,CÚCUTA (CT),BARRIO LOS OLIVOS,URBANA,VIAS PUBLICAS,CONTUNDENTES,A PIE,A PIE,49,FEMENINO,SOLTERO,-,EMPLEADO PARTICULAR,1
01/11/2016 12:00:00 AM,CÚCUTA (CT),BARRIO COLPET,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,90,MASCULINO,CASADO,-,EMPLEADO PARTICULAR,1
01/11/2016 12:00:00 AM,CÚCUTA (CT),VILLAS DEL TEJAR,URBANA,VIAS PUBLICAS,CONTUNDENTES,A PIE,A PIE,47,MASCULINO,SOLTERO,-,EMPLEADO PARTICULAR,1
01/11/2016 12:00:00 AM,CÚCUTA (CT),BARRIO COLPET,URBANA,VIAS PUBLICAS,CONTUNDENTES,A PIE,A PIE,90,MASCULINO,SOLTERO,-,EMPLEADO PARTICULAR,1
01/11/2016 12:00:00 AM,LOS PATIOS,BARRIO LA CONCORDIA,URBANA,VIAS PUBLICAS,CONTUNDENTES,A PIE,A PIE,30,FEMENINO,SOLTERO,-,EMPLEADO PARTICULAR,1
01/11/2016 12:00:00 AM,LOS PATIOS,LA FLORESTA,URBANA,CASAS DE HABITACION,CONTUNDENTES,A PIE,A PIE,33,FEMENINO,SOLTERO,-,EMPLEADO PARTICULAR,1
01/12/2016 12:00:00 AM,CÚCUTA (CT),BARRIO SAN (MART),URBANA,VIAS PUBLICAS,CONTUNDENTES,A PIE,A PIE,-,FEMENINO,SOLTERO,-,EMPLEADO PARTICULAR,1
01/12/2016 12:00:00 AM,CÚCUTA (CT),BARRIO GUAIMARAL,URBANA,VIAS PUBLICAS,CONTUNDENTES,A PIE,A PIE,52,MASCULINO,SOLTERO,-,EMPLEADO PARTICULAR,1
01/12/2016 12:00:00 AM,CÚCUTA (CT),BARRIO NUEVO HORIZONTE,URBANA,VIAS PUBLICAS,CONTUNDENTES,A PIE,A PIE,26,FEMENINO,SOLTERO,-,EMPLEADO PARTICULAR,1
01/12/2016 12:00:00 AM,CÚCUTA (CT),BARRIO CUMBRES DEL NORTE,URBANA,VIAS PUBLICAS,CONTUNDENTES,A PIE,A PIE,21,FEMENINO,SOLTERO,-,EMPLEADO PARTICULAR,1
01/13/2016 12:00:00 AM,CÚCUTA (CT),BARRIO CENTRO,URBANA,VIAS PUBLICAS,CONTUNDENTES,A PIE,A PIE,41,MASCULINO,SOLTERO,-,EMPLEADO PARTICULAR,1
01/13/2016 12:00:00 AM,CÚCUTA (CT),BARRIO SANTANDER,URBANA,VIAS PUBLICAS,CONTUNDENTES,A PIE,A PIE,18,FEMENINO,SOLTERO,-,EMPLEADO PARTICULAR,1
01/13/2016 12:00:00 AM,CÚCUTA (CT),BARRIO LOS OLIVOS,URBANA,VIAS PUBLICAS,CONTUNDENTES,A PIE,A PIE,23,FEMENINO,SOLTERO,-,EMPLEADO PARTICULAR,1
01/13/2016 12:00:00 AM,CÚCUTA (CT),BARRIO CERRO LA CRUZ,URBANA,VIAS PUBLICAS,CONTUNDENTES,A PIE,A PIE,15,FEMENINO,SOLTERO,-,EMPLEADO PARTICULAR,1
01/13/2016 12:00:00 AM,CÚCUTA (CT),BARRIO LOS MOTILONES,URBANA,VIAS PUBLICAS,CONTUNDENTES,A PIE,A PIE,28,FEMENINO,SOLTERO,-,EMPLEADO PARTICULAR,1
01/13/2016 12:00:00 AM,CÚCUTA (CT),BARRIO OSPINA PEREZ,URBANA,VIAS PUBLICAS,CONTUNDENTES,A PIE,A PIE,22,FEMENINO,SOLTERO,-,EMPLEADO PARTICULAR,1
01/13/2016 12:00:00 AM,CÚCUTA (CT),BARRIO BELLAVISTA,URBANA,VIAS PUBLICAS,CONTUNDENTES,A PIE,A PIE,17,FEMENINO,SOLTERO,-,EMPLEADO PARTICULAR,1
01/13/2016 12:00:00 AM,LOS PATIOS,BARRIO EL SOL,URBANA,VIAS PUBLICAS,CONTUNDENTES,A PIE,A PIE,47,FEMENINO,UNION LIBRE,COLOMBIA,AMA DE CASA,1
01/13/2016 12:00:00 AM,PAMPLONA,BARRIO LA FOSFORERA,URBANA,DENTRO DE LA VIVIENDA,CONTUNDENTES,A PIE,A PIE,33,MASCULINO,UNION LIBRE,COLOMBIA,INDEPENDIENTE,1
01/13/2016 12:00:00 AM,VILLA DEL ROSARIO,BARRIO LA PALMITA,URBANA,VIAS PUBLICAS,CONTUNDENTES,A PIE,A PIE,18,FEMENINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,1
01/19/2016 12:00:00 AM,CÚCUTA (CT),BARRIO BELEN,URBANA,VIAS PUBLICAS,CONTUNDENTES,A PIE,A PIE,26,FEMENINO,SOLTERO,-,EMPLEADO PARTICULAR,1
01/13/2016 12:00:00 AM,VILLA DEL ROSARIO,PORTAL DE LOS ALCAZARES,URBANA,VIAS PUBLICAS,CONTUNDENTES,A PIE,A PIE,32,FEMENINO,SOLTERO,-,EMPLEADO PARTICULAR,1
01/14/2016 12:00:00 AM,CÚCUTA (CT),BARRIO SAN (MART),URBANA,VIAS PUBLICAS,SIN EMPLEO DE ARMAS,A PIE,A PIE,20,FEMENINO,SOLTERO,-,EMPLEADO PARTICULAR,1
01/14/2016 12:00:00 AM,CÚCUTA (CT),BARRIO CARLOS RAMIREZ PARIS,URBANA,VIAS PUBLICAS,CONTUNDENTES,A PIE,A PIE,28,FEMENINO,SOLTERO,-,EMPLEADO PARTICULAR,1
01/14/2016 12:00:00 AM,CÚCUTA (CT),BARRIO MORELLY,URBANA,VIAS PUBLICAS,CONTUNDENTES,A PIE,A PIE,35,FEMENINO,SOLTERO,-,EMPLEADO PARTICULAR,1
01/15/2016 12:00:00 AM,CHINÁCOTA,BARRIO CENTRO,URBANA,VIAS PUBLICAS,CONTUNDENTES,A PIE,A PIE,26,FEMENINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,1
01/15/2016 12:00:00 AM,CÚCUTA (CT),BARRIO SAN (MART),URBANA,VIAS PUBLICAS,CONTUNDENTES,A PIE,A PIE,23,FEMENINO,SOLTERO,-,EMPLEADO PARTICULAR,1
01/15/2016 12:00:00 AM,CÚCUTA (CT),BARRIO CAMILO DAZA,URBANA,VIAS PUBLICAS,SIN EMPLEO DE ARMAS,A PIE,A PIE,-,FEMENINO,SOLTERO,-,EMPLEADO PARTICULAR,1
01/15/2016 12:00:00 AM,CÚCUTA (CT),BARRIO CUNDINAMARCA,URBANA,VIAS PUBLICAS,CONTUNDENTES,A PIE,A PIE,42,FEMENINO,SOLTERO,-,EMPLEADO PARTICULAR,1
01/15/2016 12:00:00 AM,CÚCUTA (CT),BARRIO NUEVO,URBANA,VIAS PUBLICAS,CONTUNDENTES,A PIE,A PIE,42,MASCULINO,UNION LIBRE,COLOMBIA,INDEPENDIENTE,1
01/15/2016 12:00:00 AM,EL ZULIA,ALFONSO LOPEZ,URBANA,VIAS PUBLICAS,CONTUNDENTES,A PIE,A PIE,48,FEMENINO,UNION LIBRE,COLOMBIA,AMA DE CASA,1
01/15/2016 12:00:00 AM,OCAÑA,BARRIO CRISTO REY,URBANA,DENTRO DE LA VIVIENDA,CONTUNDENTES,A PIE,A PIE,21,FEMENINO,SOLTERO,COLOMBIA,AMA DE CASA,1
01/15/2016 12:00:00 AM,OCAÑA,BARRIO ALEJANDRIA,URBANA,DENTRO DE LA VIVIENDA,CONTUNDENTES,A PIE,A PIE,43,FEMENINO,UNION LIBRE,COLOMBIA,INDEPENDIENTE,1
01/16/2016 12:00:00 AM,CÚCUTA (CT),BARRIO CEC,URBANA,VIAS PUBLICAS,CONTUNDENTES,A PIE,A PIE,43,MASCULINO,SOLTERO,-,EMPLEADO PARTICULAR,1
01/16/2016 12:00:00 AM,CÚCUTA (CT),BARRIO PANAMERICANO,URBANA,VIAS PUBLICAS,CONTUNDENTES,A PIE,A PIE,21,FEMENINO,SOLTERO,-,EMPLEADO PARTICULAR,1
01/16/2016 12:00:00 AM,CÚCUTA (CT),BARRIO LOMA DE BOLIVAR,URBANA,CASAS DE HABITACION,CORTOPUNZANTES,A PIE,A PIE,29,FEMENINO,UNION LIBRE,VENEZUELA,AMA DE CASA,1
01/16/2016 12:00:00 AM,LOS PATIOS,BARRIO BRISAS DEL LLANO,URBANA,VIAS PUBLICAS,SIN EMPLEO DE ARMAS,A PIE,A PIE,27,FEMENINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,1
01/16/2016 12:00:00 AM,LOS PATIOS,URBANIZACION SAN NICOLAS,URBANA,VIAS PUBLICAS,CONTUNDENTES,A PIE,A PIE,29,FEMENINO,SOLTERO,-,EMPLEADO PARTICULAR,1
01/16/2016 12:00:00 AM,VILLA DEL ROSARIO,BARRIO GRAN COLOMBIA,URBANA,VIAS PUBLICAS,CONTUNDENTES,A PIE,A PIE,42,MASCULINO,CASADO,COLOMBIA,EMPLEADO PARTICULAR,1
01/17/2016 12:00:00 AM,CÚCUTA (CT),BARRIO CHAPINERO,URBANA,VIAS PUBLICAS,CONTUNDENTES,A PIE,A PIE,19,FEMENINO,UNION LIBRE,COLOMBIA,AMA DE CASA,1
01/17/2016 12:00:00 AM,OCAÑA,BARRIO SIMON BOLIVAR,URBANA,DENTRO DE LA VIVIENDA,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,39,FEMENINO,SOLTERO,COLOMBIA,AMA DE CASA,1
01/17/2016 12:00:00 AM,OCAÑA,BARRIO CAMILO TORRES,URBANA,DENTRO DE LA VIVIENDA,CONTUNDENTES,A PIE,A PIE,18,FEMENINO,SOLTERO,COLOMBIA,AMA DE CASA,1
01/17/2016 12:00:00 AM,OCAÑA,SECTOR EL ESPINAZO,URBANA,DENTRO DE LA VIVIENDA,CONTUNDENTES,A PIE,A PIE,28,FEMENINO,UNION LIBRE,COLOMBIA,INDEPENDIENTE,1
01/17/2016 12:00:00 AM,OCAÑA,BARRIO LA PRIMAVERA,URBANA,DENTRO DE LA VIVIENDA,CONTUNDENTES,A PIE,A PIE,18,FEMENINO,SOLTERO,COLOMBIA,ESTUDIANTE,1
01/17/2016 12:00:00 AM,PAMPLONA,BARRIO SIMON BOLIVAR,URBANA,VIAS PUBLICAS,CONTUNDENTES,A PIE,A PIE,25,FEMENINO,SOLTERO,COLOMBIA,INDEPENDIENTE,1
01/17/2016 12:00:00 AM,SILOS,VEREDA MONTE GRANDE,RURAL,FINCAS Y SIMILARES,CONTUNDENTES,A PIE,A PIE,34,FEMENINO,UNION LIBRE,COLOMBIA,AMA DE CASA,1
01/17/2016 12:00:00 AM,TIBÚ,BARRIO MIRAFLOREZ,URBANA,VIAS PUBLICAS,CONTUNDENTES,A PIE,A PIE,47,FEMENINO,CASADO,COLOMBIA,COMERCIANTE,1
01/17/2016 12:00:00 AM,VILLA DEL ROSARIO,BARRIO PRIMERO DE MAYO,URBANA,VIAS PUBLICAS,SIN EMPLEO DE ARMAS,A PIE,A PIE,-,FEMENINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,1
01/18/2016 12:00:00 AM,CÚCUTA (CT),BARRIO LOS COMUNEROS,URBANA,VIAS PUBLICAS,CONTUNDENTES,A PIE,A PIE,39,MASCULINO,SOLTERO,-,EMPLEADO PARTICULAR,1
01/18/2016 12:00:00 AM,CÚCUTA (CT),BARRIO OSPINA PEREZ,URBANA,VIAS PUBLICAS,CONTUNDENTES,A PIE,A PIE,68,MASCULINO,SOLTERO,-,EMPLEADO PARTICULAR,1
01/18/2016 12:00:00 AM,CÚCUTA (CT),BARRIO EL SALADO,URBANA,VIAS PUBLICAS,CONTUNDENTES,A PIE,A PIE,45,MASCULINO,SOLTERO,-,EMPLEADO PARTICULAR,1
01/18/2016 12:00:00 AM,CÚCUTA (CT),BARRIO CAMILO TORRES,URBANA,VIAS PUBLICAS,CONTUNDENTES,A PIE,A PIE,20,FEMENINO,SOLTERO,-,EMPLEADO PARTICULAR,1
01/18/2016 12:00:00 AM,CÚCUTA (CT),BARRIO TASAJERO,URBANA,VIAS PUBLICAS,CONTUNDENTES,A PIE,A PIE,24,FEMENINO,SOLTERO,-,EMPLEADO PARTICULAR,1
01/18/2016 12:00:00 AM,CÚCUTA (CT),BARRIO OSPINA PEREZ,URBANA,VIAS PUBLICAS,CONTUNDENTES,A PIE,A PIE,35,FEMENINO,SOLTERO,COLOMBIA,AMA DE CASA,1
01/18/2016 12:00:00 AM,PAMPLONA,BARRIO BRIGTON,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,22,FEMENINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,1
01/19/2016 12:00:00 AM,CÚCUTA (CT),BARRIO LOS MOTILONES,URBANA,VIAS PUBLICAS,CONTUNDENTES,A PIE,A PIE,46,FEMENINO,SOLTERO,-,EMPLEADO PARTICULAR,1
01/19/2016 12:00:00 AM,CÚCUTA (CT),BARRIO PARAMO,URBANA,VIAS PUBLICAS,CONTUNDENTES,A PIE,A PIE,43,FEMENINO,SOLTERO,-,EMPLEADO PARTICULAR,1
01/19/2016 12:00:00 AM,CÚCUTA (CT),BARRIO PUEBLO NUEVO,URBANA,DENTRO DE LA VIVIENDA,CONTUNDENTES,A PIE,A PIE,26,FEMENINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,1
01/19/2016 12:00:00 AM,CÚCUTA (CT),BARRIO MINUTO DE DIOS,URBANA,VIAS PUBLICAS,CONTUNDENTES,A PIE,A PIE,21,FEMENINO,SOLTERO,-,EMPLEADO PARTICULAR,1
01/19/2016 12:00:00 AM,CÚCUTA (CT),BARRIO EL BOSQUE,URBANA,VIAS PUBLICAS,CONTUNDENTES,A PIE,A PIE,62,FEMENINO,SOLTERO,-,EMPLEADO PARTICULAR,1
